,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
7461,怀化市通道皇都侗文化村旅游区,湖南,4A,109.732905,26.11109897,109.7217752,26.10861931
7462,怀化市黔阳古城旅游区,湖南,4A,109.8237176,27.19707437,109.8126997,27.19431493
7463,怀化洪江古商城,湖南,4A,110.01043,27.11961895,109.9992435,27.1170989
7464,湖南雪峰山国家森林公园,湖南,3A,110.4176242,27.31392399,110.4062776,27.31080042
7465,向警予同志纪念馆,湖南,3A,110.5964169,27.91170888,110.5852135,27.909526
7466,万佛山-侗寨风景名胜区,湖南,4A,109.7271705,25.89293342,109.7160932,25.89023883
7467,娄底新化狮子山公园,湖南,2A,111.3441683,27.73940595,111.3321347,27.73646811
7468,新化县三联峒冰泉景区,湖南,3A,111.249142,27.547693,111.2373774,27.54466038
7469,新化县渠江源景区,湖南,3A,110.8952808,27.74714301,110.8839834,27.7443365
7470,娄底龙山飞水涯景区,湖南,3A,111.8200709,27.52652658,111.8081008,27.5238196
7471,娄底冷水江波月洞景区,湖南,3A,111.4648844,27.71147985,111.4528117,27.70852868
7472,娄底双峰曾国藩故里旅游区,湖南,4A,112.4662693,27.41448445,112.4542189,27.41149098
7473,娄底市湄江旅游区,湖南,4A,111.7661924,27.88517613,111.7540635,27.88266176
7474,湖南大熊山国家森林公园,湖南,3A,111.3091248,28.15475681,111.2970597,28.15241139
7475,蔡和森同志纪念馆,湖南,3A,112.2088564,27.46316208,112.1969323,27.46008447
7476,梅山龙宫风景名胜区,湖南,4A,111.3001389,27.95678336,111.2881158,27.95441045
7477,紫鹊界梯田风景名胜区,湖南,4A,110.9751335,27.69895195,110.9636225,27.69637928
7478,新邵白水洞旅游区,湖南,2A,111.4359217,27.41450032,111.4236948,27.41192948
7479,邵阳新宁宛旦平故居旅游区,湖南,2A,110.9085408,26.48494903,110.8973142,26.48243549
7480,邵阳绥宁寨市古镇,湖南,2A,110.053169,26.50714573,110.0420046,26.50415855
7481,邵阳市新宁县夷江水上乐园,湖南,2A,110.8526751,26.43885681,110.8413523,26.43646483
7482,邵阳市新宁县鲤溪漂流旅游区,湖南,2A,110.817484,26.28448,110.8060945,26.28219099
7483,邵阳市新宁县夫夷侯国古都旅游区,湖南,2A,110.1284188,26.58981192,110.1170774,26.58723651
7484,邵阳市翰林农庄,湖南,2A,111.619718,27.17510999,111.6079699,27.17238372
7485,邵阳洞口县龙眼洞景区,湖南,2A,110.543677,27.06868998,110.5325927,27.06598517
7486,邵阳新宁玉女岩景区,湖南,3A,110.7187165,26.50215711,110.7073723,26.49989253
7487,邵阳湘窖生态文化酿酒城,湖南,3A,111.4643461,27.28080833,111.4522706,27.27788234
7488,邵阳隆回魏源温泉旅游区,湖南,3A,110.8970582,27.49214858,110.885785,27.48935124
7489,邵阳隆回高洲温泉,湖南,3A,110.9508732,27.6143141,110.9393498,27.61208454
7490,邵阳黄桑生态旅游区,湖南,3A,110.069595,26.48167601,110.0583498,26.47884452
7491,邵阳城步南山牧场景区,湖南,3A,110.142409,26.17717001,110.1311552,26.1742076
7492,邵阳半江景区,湖南,3A,110.4645802,26.95623792,110.4531681,26.95387879
7493,洞口挪溪森林公园,湖南,3A,110.238591,27.03972496,110.227342,27.03738731
7494,湖南云山国家森林公园,湖南,3A,110.620506,26.67177401,110.6094313,26.66934197
7495,崀山风景名胜区,湖南,5A,110.8021925,26.35997716,110.7908407,26.35750355
7496,韶山风景名胜区,湖南,5A,112.4967797,27.91050297,112.4846831,27.90809017
7497,湘潭昭山景区,湖南,4A,113.0170522,27.97387106,113.0048843,27.97115292
7498,湘潭水府旅游区,湖南,4A,112.22617,27.70170418,112.2142174,27.69881216
7499,湘潭市湘乡东山书院,湖南,4A,112.5594471,27.73549333,112.5476867,27.73261003
7500,湘潭市茅浒水乡景区,湖南,4A,112.5936883,27.75192947,112.5818944,27.74935287
7501,湘潭盘龙大观园,湖南,4A,113.0444772,27.90054187,113.0323046,27.89740819
7502,彭德怀纪念馆,湖南,4A,112.6626244,27.66458466,112.65079,27.6618868
7503,湘潭周小舟故居,湖南,3A,112.6540046,27.62407511,112.6421407,27.62153714
7504,湘潭曾国藩生平研究馆,湖南,3A,112.5371451,27.72993194,112.5252598,27.72730127
7505,湘潭湘乡陈赓故居,湖南,3A,112.5317323,27.80325756,112.5198212,27.80072164
7506,湘潭市李卓然故居,湖南,3A,112.3960871,27.7066062,112.3838484,27.70401611
7507,韶山红色记忆城,湖南,3A,112.5420271,27.9036915,112.5301649,27.901015
7508,大杰寺,湖南,3A,112.9344457,27.5965991,112.9226511,27.59374051
7509,湘潭白石文化生态旅游区,湖南,2A,112.646357,27.62161802,112.634479,27.61921973
7510,湘西州永顺县老司城景区,湖南,4A,109.982151,28.99988506,109.9708761,28.99731282
7511,湘西州里耶古城景区,湖南,3A,109.3059908,28.79176701,109.2948544,28.78877024
7512,湘西浦市古镇景区,湖南,4A,110.1164966,28.08719666,110.1049969,28.08467761
7513,湘西花垣边城茶峒旅游景区,湖南,3A,109.281816,28.50699799,109.2706345,28.50456626
7514,湘西凤凰南方长城旅游区,湖南,3A,109.482147,27.93485603,109.470903,27.93224628
7515,湘西保靖吕洞山景区,湖南,3A,109.6739598,28.46799671,109.6628873,28.46519391
7516,湘西白沙景区,湖南,3A,109.505762,29.49644199,109.494415,29.49347248
7517,湘西州芙蓉镇景区,湖南,4A,109.981354,28.77299725,109.9701054,28.77059727
7518,湘西州猛洞河漂流景区,湖南,4A,109.963137,28.947992,109.9519451,28.94529289
7519,湘西州吉首市乾州古城景区,湖南,4A,109.706574,28.26053102,109.695432,28.25780164
7520,湖南古丈红石林国家地质公园,湖南,4A,109.845427,28.760116,109.8342619,28.75759602
7521,湘西州凤凰南华山神凤文化景区,湖南,4A,109.6125606,27.95318219,109.6015239,27.95097706
7522,湘西州矮寨奇观旅游区,湖南,4A,109.574087,28.33920198,109.5631274,28.33644821
7523,湘西土家族苗族自治州凤凰奇梁洞景区,湖南,4A,109.566606,28.006594,109.5556593,28.00378686
7524,凤凰古城旅游区,湖南,4A,109.609029,27.95321402,109.5980054,27.95096538
7525,益阳安化柘溪旅游区,湖南,1A,111.129214,28.32511404,111.117295,28.32198197
7526,沅江胭脂湖旅游区,湖南,2A,112.3187023,28.78273522,112.3066576,28.77953274
7527,沅江德群庄园,湖南,2A,112.3871059,28.81240991,112.3747477,28.80971438
7528,益阳桃花江竹海旅游区,湖南,2A,112.188845,28.510384,112.1767517,28.50742232
7529,益阳市北峰山森林公园,湖南,2A,112.2947713,28.52718636,112.2827003,28.52450142
7530,益阳林芳生态旅游村,湖南,2A,112.4878553,28.46083234,112.4756929,28.45828882
7531,益阳白沙溪茶厂,湖南,2A,111.4842951,28.38552024,111.472253,28.38247951
7532,益阳安化红岩旅游区,湖南,2A,111.2217143,28.46136782,111.2098027,28.4585945
7533,沅江五湖生态水城,湖南,3A,112.5662357,29.12357993,112.5544138,29.12029809
7534,益阳市大通湖锦大渔村生态风景区,湖南,3A,112.556675,29.23810402,112.5448096,29.23476028
7535,益阳皇家湖生态旅游区,湖南,3A,112.357086,28.71324999,112.3448507,28.71033177
7536,益阳赫山区花乡农家乐旅游区,湖南,3A,112.2819984,28.59247101,112.2698492,28.58996491
7537,安化龙泉洞景区,湖南,3A,111.0322325,28.37542626,111.0204283,28.37263872
7538,益阳市山乡巨变第一村旅游区,湖南,4A,112.322631,28.55294803,112.310596,28.54984538
7539,益阳市安化茶马古道风景区,湖南,4A,111.366947,28.23805945,111.3548617,28.23494097
7540,益阳奥林匹克公园,湖南,4A,112.3627064,28.55759496,112.3504765,28.5548535
7541,白鹿寺,湖南,3A,112.3409201,28.58895802,112.3287931,28.5858817
7542,厂窖惨案遇难同胞纪念馆,湖南,3A,112.2555898,29.16070034,112.2434143,29.15785858
7543,益阳市博物馆,湖南,3A,112.3600293,28.56213414,112.347811,28.55934832
7544,永州周敦颐故里,湖南,3A,111.5171361,25.51243731,111.5053249,25.50937511
7545,永州新田县龙家大院旅游区,湖南,3A,112.1318773,25.82184362,112.1197487,25.81895242
7546,永州新田谈文溪古村,湖南,3A,112.229507,25.79009149,112.2176828,25.78697926
7547,永州桐子坳景区,湖南,3A,111.8592388,26.0512482,111.8475182,26.04831938
7548,永州蘋洲书院,湖南,3A,111.6121968,26.25811973,111.6005635,26.2553176
7549,永州舜帝庙考古遗址公园,湖南,3A,112.0004398,25.33691697,111.9885736,25.33385373
7550,祁阳李家大院,湖南,3A,112.0432744,26.48882905,112.0311897,26.4863645
7551,永州宁远县文庙旅游区,湖南,3A,111.9471424,25.59721812,111.9354437,25.59410836
7552,永州九嶷山三分石景区,湖南,3A,112.0446955,25.25263925,112.032674,25.24957012
7553,永州江永上甘棠古村,湖南,3A,111.1926419,25.15924336,111.1808751,25.15635237
7554,永州江永女书园生态博物馆,湖南,3A,111.4614898,25.35559083,111.449537,25.3522354
7555,永州江华瑶族文化园,湖南,3A,111.5623429,25.18589156,111.5506267,25.18311971
7556,永州江华县秦岩旅游区,湖南,3A,111.5749131,24.96066774,111.5632639,24.95773849
7557,永州勾蓝瑶寨景区,湖南,3A,111.18943,25.10104299,111.1776341,25.09815808
7558,永州市柳宗元文化旅游区,湖南,4A,111.6149143,26.22298309,111.6032551,26.22017187
7559,永州祁阳浯溪碑林景区,湖南,4A,111.8540726,26.57083463,111.8423078,26.56809224
7560,湖南千家峒国家森林公园,湖南,3A,111.3728124,25.27149876,111.3609488,25.26787782
7561,湖南舜皇山国家森林公园,湖南,3A,111.054942,26.40355497,111.0431296,26.40110228
7562,湖南阳明山国家森林公园,湖南,4A,111.9321926,26.07875194,111.9204226,26.07621024
7563,九嶷山—舜帝陵风景名胜区,湖南,4A,111.990128,25.36384704,111.9783248,25.36063706
7564,岳阳沱龙峡生态旅游景区,湖南,3A,113.84778,28.59506502,113.8358101,28.59258764
7565,岳阳左宗棠景区,湖南,3A,112.8874382,28.64474185,112.875475,28.64232132
7566,岳阳县相思山景区,湖南,3A,113.646255,29.181118,113.6342859,29.17776469
7567,岳阳天岳幕阜山旅游区,湖南,3A,113.827638,28.97395189,113.8155392,28.97137282
7568,岳阳普德文化园旅游景区,湖南,3A,112.631658,29.60352301,112.6196331,29.60063949
7569,岳阳平江连云山景区,湖南,3A,113.7692253,28.59921248,113.7571955,28.59613019
7570,岳阳华夏民族文化风情园,湖南,3A,113.1540053,29.30345387,113.1416273,29.29980088
7571,岳阳6501风景区,湖南,3A,113.533131,29.35053,113.5210349,29.34701281
7572,平江纯溪小镇,湖南,3A,113.8336892,28.56510166,113.8216604,28.56278363
7573,湖南十三村三国“食”文化产业园,湖南,3A,112.4123106,28.53927556,112.4000585,28.53646939
7574,岳阳市张谷英村旅游区,湖南,4A,113.490513,29.01027707,113.4781954,29.00731639
7575,岳阳市平江石牛寨景区,湖南,4A,113.991119,28.91223006,113.9792751,28.90909156
7576,岳阳市南湖圣安寺景区,湖南,4A,113.0967564,29.33816625,113.084199,29.33501332
7577,岳阳市君山野生荷花世界旅游区,湖南,4A,112.8609282,29.5191555,112.8488086,29.51626787
7578,湖南五尖山国家森林公园,湖南,3A,113.389224,29.47987098,113.3767785,29.47614186
7579,湖南大云山国家森林公园,湖南,3A,113.500144,29.26546406,113.4878816,29.26216498
7580,南泉寺（湖南省岳阳市）,湖南,3A,112.8899833,28.64987481,112.878034,28.64741276
7581,平江起义纪念馆,湖南,4A,113.605182,28.69896098,113.5931396,28.69653808
7582,华容县博物馆,湖南,3A,112.586433,29.54377698,112.574529,29.54041952
7583,任弼时纪念馆,湖南,4A,113.1527706,28.51945635,113.14048,28.51636243
7584,岳阳楼洞庭湖─君山岛风景区,湖南,5A,113.0133722,29.35859994,113.0011059,29.35536302
7585,张家界武陵源风景名胜区,湖南,5A,110.4761448,29.35971148,110.4645944,29.35667516
7586,张家界万福温泉旅游度假区,湖南,4A,111.1830315,29.42130585,111.1708928,29.41825833
7587,张家界土家风情园,湖南,4A,110.4679935,29.12246335,110.4564327,29.11961554
7588,张家界市张家界大峡谷景区,湖南,4A,110.7056911,29.41506755,110.6941192,29.41216567
7589,张家界市溪布老街非遗文化体验基地,湖南,4A,110.5622315,29.35030113,110.5509482,29.347309
7590,张家界龙王洞旅游景区,湖南,4A,110.6249849,29.37399885,110.6137759,29.37078573
7591,张家界江垭温泉度假村,湖南,4A,110.7652389,29.50894228,110.7537642,29.50529356
7592,张家界黄龙洞旅游区,湖南,4A,110.6249849,29.37399885,110.6137759,29.37078573
7593,张家界宝峰湖旅游区,湖南,4A,110.5565342,29.32556655,110.5452478,29.32247593
7594,贺龙纪念馆,湖南,4A,110.1753996,29.47998142,110.1640553,29.47628805
7595,张家界田家老院子,湖南,3A,110.5872675,29.09120597,110.5759472,29.08866239
7596,张家界市赵家垭风景区,湖南,3A,110.949086,29.27350701,110.9374596,29.2707967
7597,张家界市五雷仙山景区,湖南,3A,111.2479894,29.44456658,111.2360646,29.440929
7598,张家界绿色大地生态园,湖南,3A,110.4613511,29.20704897,110.4497408,29.20410183
7599,张家界军声画院,湖南,3A,110.4982211,29.13846205,110.4868407,29.13532655
7600,紫霞观,湖南,3A,110.5695935,29.34058269,110.5582815,29.33771819
7601,张家界市武陵源－天门山旅游区,湖南,5A,110.491514,29.05291202,110.4800638,29.0499329
7602,长沙市洋湖湿地景区,湖南,4A,112.934181,28.13241549,112.9223252,28.12961884
7603,长沙生态动物园,湖南,4A,113.0106476,28.03903422,112.9984903,28.03646268
7604,湖南省博物馆,湖南,4A,113.000003,28.21782702,112.9878086,28.21545345
7605,岳麓山·橘子洲旅游区,湖南,5A,112.9677196,28.18856981,112.955683,28.18622211
7606,长沙沩山密印景区,湖南,4A,111.9788567,28.17926228,111.9669569,28.17644235
7607,长沙市千龙湖生态旅游区,湖南,4A,112.707396,28.41810305,112.6954341,28.41532997
7608,湖南大围山国家森林公园,湖南,4A,114.0900099,28.42825797,114.0779375,28.42551072
7609,长沙世界之窗,湖南,4A,113.0613064,28.24299681,113.0490242,28.23995699
7610,长沙市花明楼景区,湖南,5A,112.6505096,28.04419725,112.6386369,28.04179065
7611,长沙海底世界,湖南,4A,113.0625211,28.23838548,113.0502315,28.23535875
7612,长沙黑麋峰国家森林公园,湖南,4A,113.025246,28.46548305,113.0130347,28.46259175
7613,长沙天心阁,湖南,4A,112.987953,28.18939617,112.9758109,28.18714425
7614,湖南雷锋纪念馆,湖南,4A,112.8518228,28.20970415,112.8398081,28.20742617
7615,浏阳道吾山风景名胜区,湖南,3A,113.6069821,28.19512152,113.5950112,28.19281578
7616,杨开慧纪念馆,湖南,4A,113.2175363,28.59338308,113.2051826,28.59092024
7617,长沙市石燕湖生态旅游景区,湖南,4A,113.0935394,28.01477006,113.0811051,28.01217996
7618,宁乡紫龙湾旅游区,湖南,4A,112.351884,27.9862961,112.3397424,27.98342012
7619,湖南省森林植物园,湖南,4A,113.0384555,28.1095937,113.0262656,28.10653164
7620,长沙市浏阳胡耀邦故里旅游区,湖南,4A,113.891655,28.08399939,113.8799652,28.08118083
7621,长沙市靖港古镇景区,湖南,4A,112.7957338,28.46283318,112.7837269,28.45989353
7622,长沙市关山旅游区,湖南,4A,112.6848634,28.30324716,112.6730051,28.30034963
7623,浏阳花炮博物馆,湖南,2A,113.7319331,27.99627584,113.7198343,27.99368354
7624,浏阳古风洞,湖南,2A,113.8018909,28.22353842,113.7898453,28.22100811
7625,浏阳象形风景区,湖南,3A,113.8849088,28.40554095,113.8732008,28.40270154
7626,浏阳石霜寺,湖南,3A,113.6540199,27.91286857,113.6421538,27.91000126
7627,望城新康戏乡景区,湖南,3A,112.815577,28.41038753,112.8036407,28.40748588
7628,长沙市浏阳河婚庆文化园,湖南,3A,113.0510073,28.19650599,113.0388049,28.19340615
7629,长沙市书堂山欧阳询文化园,湖南,3A,112.8923744,28.4020246,112.8804526,28.39961668
7630,长沙市锦绣江南生态农庄,湖南,3A,112.8807651,28.31042524,112.8687982,28.3081964
7631,长沙市官渡古镇景区,湖南,3A,113.8891551,28.35617343,113.8774215,28.35333968
7632,长沙市赤马湖风景区,湖南,3A,113.434513,28.40204105,113.4221295,28.39916869
7633,长沙生态园林园,湖南,3A,113.0470315,28.30210699,113.0348437,28.29900737
7634,长沙沙坪小镇,湖南,3A,113.028801,28.36061702,113.0165969,28.35768473
7635,长沙宁乡迴龙山旅游区,湖南,3A,112.3605844,28.1098329,112.3483774,28.10711111
7636,长沙宁乡天紫漂流景区,湖南,3A,112.1348,28.206307,112.122492,28.20377766
7637,长沙宁乡千佛洞景区,湖南,3A,112.1457941,28.21995837,112.1334756,28.21750163
7638,长沙宁乡东鹜山景区,湖南,3A,112.3683637,27.99260384,112.3561214,27.98997817
7639,长沙汉回民俗文化景区,湖南,3A,113.0451697,28.32446466,113.0329687,28.32136399
7640,秋收起义文家市会师纪念馆,湖南,4A,113.938816,28.04938601,113.9270044,28.04719579
7641,株洲市神农城炎帝文化主题公园,湖南,4A,113.130036,27.82607105,113.1176854,27.82331539
7642,株洲市酒仙湖景区,湖南,4A,113.590785,27.21620698,113.5788495,27.21404551
7643,株洲市方特欢乐世界,湖南,4A,113.2013434,27.9954054,113.1890689,27.99276015
7644,株洲茶陵县云阳山国家森林公园,湖南,4A,113.478508,26.76341297,113.466279,26.76103412
7645,湖南神农谷国家森林公园,湖南,4A,114.0406232,26.50514462,114.0287713,26.50252783
7646,株洲炎帝陵风景名胜区,湖南,5A,113.6789067,26.42859869,113.6670044,26.42611577
7647,株洲醴陵新世纪陶瓷博物馆,湖南,3A,113.5208884,27.63554022,113.508863,27.63252626
7648,株洲醴陵李立三故居旅游区,湖南,3A,113.537368,27.65972097,113.525401,27.6567967
7649,株洲中国芦淞服饰城购物旅游景区,湖南,3A,113.163091,27.83714999,113.1508889,27.83399583
7650,株洲市悠移生态景区,湖南,3A,113.121087,27.74509802,113.108671,27.74244759
7651,株洲市杨得志故居,湖南,3A,113.144567,27.65762497,113.1322839,27.65460949
7652,株洲酒埠江仙人桥旅游区,湖南,3A,113.768441,27.17716955,113.7565308,27.17415967
7653,株洲大京湖风景名胜区,湖南,3A,113.270302,27.83576196,113.2581916,27.83283507
7654,株洲白龙洞景区,湖南,3A,113.8114305,27.22562688,113.7994855,27.22323902
7655,茶陵县工农兵政府旧址旅游区,湖南,3A,113.573215,26.80212095,113.5612649,26.79996305
7656,茶陵县洣江书院,湖南,3A,113.5601848,26.79200578,113.5482527,26.78963142
7657,株洲醴陵先农坛纪念馆,湖南,2A,113.5133538,27.6636113,113.5013006,27.66064384
7658,红军标语博物馆,湖南,3A,113.7792484,26.49437165,113.7674145,26.49152156
7659,广州市长隆旅游度假区,广州,5A,113.331839,23.00580902,113.3198905,23.0027027
7660,广州市白云山风景区,广州,5A,113.3065269,23.19121294,113.2946639,23.18765437
7661,广州中山纪念堂,广州,4A,113.271079,23.139499,113.2593162,23.13594287
7662,广州市番禺莲花山旅游区,广州,4A,113.5092327,22.99316859,113.4974944,22.98970688
7663,广州市宝墨园,广州,4A,113.3009327,22.90073345,113.289152,22.89723427
7664,广州市黄花岗公园,广州,4A,113.301505,23.14573399,113.2897041,23.14213729
7665,广州市西汉南越王博物馆,广州,4A,113.2674736,23.14403267,113.2557011,23.14052645
7666,广州从化碧水湾温泉度假村,广州,4A,113.722412,23.70467901,113.7106269,23.70153423
7667,广州越秀公园,广州,4A,113.272422,23.14738702,113.2606581,23.14380968
7668,广州市陈家祠旅游景区,广州,4A,113.2519945,23.13260877,113.2401738,23.12937342
7669,中国科学院华南植物园,广州,4A,113.3653822,23.18373142,113.3533362,23.18042705
7670,广州起义烈士陵园,广州,4A,113.2922996,23.13514123,113.2805332,23.13147798
7671,广州动物园,广州,4A,113.311903,23.14737597,113.3000501,23.14392091
7672,广州市广东科学中心,广州,4A,113.369589,23.0453681,113.357576,23.04205071
7673,广州九龙湖度假区,广州,4A,113.4199419,23.48080345,113.4079649,23.47695475
7674,广州市石头记矿物园,广州,4A,113.1675944,23.40698857,113.1557104,23.4031355
7675,广州市南海神庙景区,广州,4A,113.5046068,23.08758252,113.4928084,23.08413178
7676,广州市正佳广场商贸旅游区,广州,4A,113.3336306,23.13785576,113.3216676,23.13471187
7677,广州白水寨旅游区,广州,4A,113.771154,23.59925501,113.7595158,23.59551903
7678,广州市岭南印象园旅游景区,广州,4A,113.412991,23.04311801,113.4010415,23.03933112
7679,广州市南沙滨海湿地景区,广州,4A,113.626336,22.75613401,113.6148267,22.75297314
7680,广东圆玄道观,广州,4A,113.1867101,23.40598915,113.174827,23.40234473
7681,广州市广州塔景区,广州,4A,113.3310845,23.11222277,113.3191215,23.10906093
7682,广州百万葵园主题公园,广州,4A,113.626456,22.63443895,113.6149531,22.63130559
7683,广州南沙天后宫,广州,4A,113.623962,22.76314696,113.6124512,22.7600251
7684,广州北京路文化旅游区,广州,4A,113.273456,23.12820158,113.2616968,23.12461966
7685,广州市沙湾古镇景区,广州,4A,113.3409321,22.90943864,113.3289534,22.90643657
7686,广州神农草堂中医药博物馆,广州,4A,113.344821,23.203446,113.3327781,23.20032122
7687,十九路军淞沪抗日将士陵园,广州,3A,113.3162537,23.15073647,113.3043746,23.14734869
7688,广州洪秀全故居纪念馆,广州,3A,113.1792277,23.42335098,113.1673349,23.41958634
7689,广州市荔湾区博物馆,广州,3A,113.2427509,23.12546459,113.2308961,23.12237298
7690,广州市增城小楼人家景区,广州,3A,113.8102865,23.41680911,113.798596,23.41367638
7691,广州市增城文化公园景区,广州,3A,113.8282011,23.29262839,113.8165459,23.28967014
7692,广州市溪头旅游村,广州,3A,113.873632,23.71912799,113.8622088,23.71563111
7693,广州市从化大丘园农庄,广州,3A,113.5855326,23.62915127,113.5738527,23.62626523
7694,广州市增城何仙姑景区,广州,3A,113.833275,23.38475496,113.8216555,23.38176961
7695,广州市湖心岛旅游风景区,广州,3A,113.9184145,23.45400568,113.9069773,23.45080925
7696,广州宝趣玫瑰世界,广州,3A,113.591056,23.62946704,113.5793842,23.62657576
7697,广州市十香园纪念馆,广州,3A,113.2803966,23.09853577,113.2686197,23.09489656
7698,广州市邓世昌纪念馆,广州,3A,113.2668989,23.10747254,113.255111,23.10398675
7699,广州市潘鹤雕塑艺术园,广州,3A,113.3223447,23.07480473,113.3104034,23.07153711
7700,广州市梯面红山村景区,广州,3A,113.2864215,23.58513012,113.2746163,23.58136487
7701,广州市花都炭步镇塱头古村景区,广州,3A,113.0944891,23.342147,113.0824223,23.33885128
7702,珠江琶醍啤酒文化创意艺术区,广州,3A,113.3450499,23.11285963,113.3330379,23.10977506
7703,广州星期8小镇,广州,3A,113.2703694,23.18570123,113.2585661,23.1821295
7704,广州市南沙永乐农庄,广州,3A,113.61457,22.6690319,113.6030347,22.66610524
7705,中国皮具产业文化创意园,广州,3A,113.171598,23.470051,113.15972,23.46621035
7706,广州市太古仓码头,广州,3A,113.2591274,23.09457557,113.2473042,23.09122394
7707,广东修学旅游体验园（广东省旅游职业技术学校）,广州,3A,113.3290032,23.21479013,113.317026,23.21156112
7708,大埔围美丽乡村景区,广州,3A,113.897274,23.223626,113.8859115,23.22016193
7709,永华艺术馆,广州,3A,113.4716723,22.96543145,113.4596771,22.96240707
7710,广州渔人码头多彩小镇,广州,3A,113.3023791,23.05525283,113.2905542,23.05169834
7711,广州二龙山花园,广州,3A,113.734874,23.35821701,113.7231606,23.35486245
7712,广东环亚美容化妆品博物馆,广州,3A,113.4494193,23.16199907,113.4373986,23.15873317
7713,广州市迪士普音响博物馆,广州,3A,113.2183784,23.27027987,113.2064722,23.26719813
7714,陈李济中药文化园,广州,3A,113.314623,23.073598,113.3027246,23.0702091
7715,广州地铁博物馆,广州,3A,113.389457,23.10182803,113.3774802,23.09812939
7716,广东省凉茶博物馆,广州,3A,113.4115748,23.0425263,113.399627,23.03873205
7717,广州博物馆,广州,3A,113.272097,23.14424102,113.2603343,23.14066937
7718,孙中山大元帅府纪念馆,广州,3A,113.285477,23.116075,113.273714,23.1124104
7719,辛亥革命纪念馆,广州,3A,113.4268159,23.07824595,113.4148192,23.07460186
7720,广州艺术博物馆,广州,3A,113.2875559,23.14918799,113.2757935,23.14550886
7721,中国共产党第三次全国代表大会会址纪念馆,广州,3A,113.302221,23.12444,113.2904174,23.12085977
7722,广州市1978电影小镇,广州,3A,113.851991,23.302723,113.840444,23.29954448
7723,毛泽东同志主办农民运动讲习所旧址纪念馆,广州,3A,113.2827589,23.13411117,113.2710063,23.13044994
7724,广州市丹水坑风景区,广州,2A,113.5299585,23.11231152,113.5183085,23.10873524
7725,深圳市华侨城旅游度假区,深圳,5A,113.99117,22.54440587,113.9797784,22.54108519
7726,深圳市观澜湖休闲度假区,深圳,5A,114.0850602,22.72865238,114.073366,22.72549974
7727,深圳市仙湖植物园,深圳,4A,114.1820359,22.58221202,114.1704882,22.57931775
7728,深圳市西部海上田园旅游区,深圳,4A,113.781945,22.73484337,113.7703345,22.7314526
7729,深圳市观澜山水田园农庄景区,深圳,4A,114.1138168,22.7203852,114.1022251,22.71676498
7730,深圳市野生动物园,深圳,4A,113.977553,22.60210103,113.9661099,22.59902483
7731,深圳市青青世界旅游区,深圳,4A,113.9069272,22.50503383,113.8955952,22.50192446
7732,深圳东部华侨城旅游度假区,深圳,4A,113.99117,22.54440587,113.9797784,22.54108519
7733,深圳市光明农场大观园景区,深圳,4A,113.9671236,22.76641191,113.955691,22.76351137
7734,水底山旅游度假区,深圳,4A,115.0112103,22.90463665,114.9999455,22.90163134
7735,深圳市“地王观光•深港之窗”景区,深圳,3A,114.1163659,22.54868578,114.1048278,22.54507782
7736,深圳市中丝园景区,深圳,3A,114.1550284,22.61086919,114.1434792,22.60756246
7737,深圳市园山风景区,深圳,3A,114.248066,22.64508799,114.2368148,22.6416015
7738,深圳市力嘉创意文化产业园,深圳,3A,114.2113425,22.64799331,114.1999457,22.6449048
7739,深圳市华强北步行街景区,深圳,3A,114.0939427,22.54803749,114.082321,22.54477011
7740,深圳玫瑰海岸文化旅游度假区,深圳,3A,114.3812606,22.61525077,114.3698567,22.61169027
7741,珠海市圆明新园,珠海,4A,113.546665,22.24957603,113.5350664,22.24635062
7742,珠海市农科中心景区,珠海,4A,113.527222,22.30251101,113.5156268,22.29908335
7743,珠海罗西尼工业旅游景区,珠海,4A,113.5576673,22.39829271,113.5460783,22.39531842
7744,珠海市御温泉渡假村景区,珠海,4A,113.201135,22.25360498,113.1892919,22.25046771
7745,珠海市东澳岛旅游度假区,珠海,4A,113.71984,22.02533298,113.7081656,22.02236102
7746,珠海市外伶仃岛旅游度假区,珠海,4A,114.0490697,22.1043065,114.0374504,22.10116965
7747,珠海市汤臣倍健透明工厂景区,珠海,4A,113.33489,22.04573296,113.3229943,22.0426748
7748,珠海桂山岛风景区,珠海,3A,113.830762,22.13802798,113.8191919,22.1352371
7749,汕头礐石风景名胜区,汕头,4A,116.693313,23.33651899,116.6822722,23.33344058
7750,汕头中信海滨高尔夫旅游度假区,汕头,4A,116.694755,23.23066399,116.6837288,23.22763308
7751,汕头南澳岛生态旅游区,汕头,4A,117.020071,23.42322165,117.0088624,23.41947951
7752,汕头市澄海区莲华乡村旅游区,汕头,4A,116.8165326,23.60119871,116.8054368,23.59813024
7753,汕头市方特欢乐世界蓝水星景区,汕头,4A,116.7669806,23.3520235,116.7559819,23.34825967
7754,汕头市前美古村侨文化旅游区,汕头,4A,116.751757,23.57353152,116.7407106,23.56984146
7755,汕头市潮阳莲花峰风景区,汕头,4A,116.6207981,23.18732146,116.6099707,23.18405419
7756,汕头市太安堂中医药博物馆,汕头,3A,116.6868302,23.40187708,116.6758316,23.39871029
7757,汕头市潮阳区和平大峰风景区,汕头,3A,116.5022958,23.27120977,116.4913097,23.26770217
